Set,Isolate,Rep,DI 0,DI 1,DI 2,DI 3,DI 4,General Severity,Seeds,DI,DIx100,Species,Abundance,Temp
Set_1-3,IASO_3-41.17,R2,9,1,0,0,0,1,10,0.025,2.5,Phytophthora sojae,57,13C
Set_1-3,IASO_3-41.17,R3,9,1,0,0,0,1,10,0.025,2.5,Phytophthora sojae,57,13C
Set_1-3,IASO_6-36.41,R1,5,0,1,2,2,2,10,0.4,40,Pythium attrantheridium,98,13C
Set_1-3,IASO_6-36.41,R2,6,0,1,0,3,2,10,0.35,35,Pythium attrantheridium,98,13C
Set_1-3,IASO_6-36.41,R3,6,0,1,2,1,1,10,0.3,30,Pythium attrantheridium,98,13C
Set_1-3,IASO_8-13.10,R1,9,1,0,0,0,1,10,0.025,2.5,Phytophthora sojae,57,13C
Set_1-3,IASO_8-13.10,R2,9,1,0,0,0,1,10,0.025,2.5,Phytophthora sojae,57,13C
Set_1-3,IASO_8-13.10,R3,9,1,0,0,0,1,10,0.025,2.5,Phytophthora sojae,57,13C
Set_1-3,ILSO_3-21a,R1,0,0,0,1,9,5,10,0.975,97.5,Pythium ultimum var. sporangiiferum,55,13C
Set_1-3,ILSO_3-21a,R2,0,0,0,1,9,5,10,0.975,97.5,Pythium ultimum var. sporangiiferum,55,13C
Set_1-3,ILSO_3-21a,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,13C
Set_1-3,ILSO_3-24a,R1,5,0,1,2,2,0,10,0.4,40,Pythium attrantheridium,98,13C
Set_1-3,ILSO_3-24a,R2,5,1,0,2,2,0,10,0.375,37.5,Pythium attrantheridium,98,13C
Set_1-3,ILSO_3-24a,R3,5,2,1,1,1,0,10,0.275,27.5,Pythium attrantheridium,98,13C
Set_1-3,ILSO_4-52c,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,13C
Set_1-3,ILSO_4-52c,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,13C
Set_1-3,ILSO_4-52c,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,13C
Set_1-3,ILSO_6-12b,R1,5,0,1,1,3,2,10,0.425,42.5,Pythium oopapillum,350,13C
Set_1-3,ILSO_6-12b,R2,6,0,1,1,2,1,10,0.325,32.5,Pythium oopapillum,350,13C
Set_1-3,ILSO_6-12b,R3,4,0,2,2,2,1,10,0.45,45,Pythium oopapillum,350,13C
Set_1-3,INSO_1-10c,R1,0,0,0,1,9,5,10,0.975,97.5,Pythium sylvaticum,562,13C
Set_1-3,INSO_1-10c,R2,0,0,0,0,10,5,10,1,100,Pythium sylvaticum,562,13C
Set_1-3,INSO_1-10c,R3,0,0,0,1,9,5,10,0.975,97.5,Pythium sylvaticum,562,13C
Set_1-3,INSO_1-53a,R1,7,0,1,1,1,1,10,0.225,22.5,Pythium oopapillum,350,13C
Set_1-3,INSO_1-53a,R2,5,0,1,1,3,2,10,0.425,42.5,Pythium oopapillum,350,13C
Set_1-3,INSO_1-53a,R3,2,0,2,2,4,3,10,0.65,65,Pythium oopapillum,350,13C
Set_1-3,INSO_1-8a,R1,0,1,2,2,5,3,10,0.775,77.5,Pythium lutarium,125,13C
Set_1-3,INSO_1-8a,R2,4,1,0,2,3,2,10,0.475,47.5,Pythium lutarium,125,13C
Set_1-3,INSO_1-8a,R3,6,0,1,1,2,1,10,0.325,32.5,Pythium lutarium,125,13C
Set_1-3,INSO_4-10,R1,8,2,0,0,0,1,10,0.05,5,Pythium aff. torulosum,144,13C
Set_1-3,INSO_4-10,R2,6,2,2,0,0,1,10,0.15,15,Pythium aff. torulosum,144,13C
Set_1-3,INSO_4-10,R3,6,2,2,0,0,1,10,0.15,15,Pythium aff. torulosum,144,13C
Set_1-3,INSO_5-50,R1,0,0,0,1,9,5,10,0.975,97.5,Pythium ultimum var. sporangiiferum,55,13C
Set_1-3,INSO_5-50,R2,0,0,0,1,9,5,10,0.975,97.5,Pythium ultimum var. sporangiiferum,55,13C
Set_1-3,INSO_5-50,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. sporangiiferum,55,13C
Set_1-3,KSSO_2-10,R1,0,0,0,1,9,5,10,0.975,97.5,Pythium irregulare,307,13C
Set_1-3,KSSO_2-10,R2,0,0,0,0,10,5,10,1,100,Pythium irregulare,307,13C
Set_1-3,KSSO_2-10,R3,0,0,0,0,10,5,10,1,100,Pythium irregulare,307,13C
Set_1-3,KSSO_5-30,R1,8,1,1,0,0,1,10,0.075,7.5,Aphanomyces cladogamus ,2,13C
Set_1-3,KSSO_5-30,R2,7,1,2,0,0,1,10,0.125,12.5,Aphanomyces cladogamus ,2,13C
Set_1-3,KSSO_5-30,R3,7,1,2,0,0,1,10,0.125,12.5,Aphanomyces cladogamus ,2,13C
Set_1-3,KSSO_6-1,R1,7,1,2,0,0,1,10,0.125,12.5,Phytophthora sansomeana,19,13C
Set_1-3,KSSO_6-1,R2,6,1,2,1,0,1,10,0.2,20,Phytophthora sansomeana,19,13C
Set_1-3,KSSO_6-1,R3,5,1,3,1,0,1,10,0.25,25,Phytophthora sansomeana,19,13C
Set_1-3,KSSO_6-30,R1,0,0,1,2,7,4,10,0.9,90,Pythium ultimum var. sporangiiferum,55,13C
Set_1-3,KSSO_6-30,R2,0,1,2,2,5,3,10,0.775,77.5,Pythium ultimum var. sporangiiferum,55,13C
Set_1-3,KSSO_6-30,R3,0,0,2,2,6,3,10,0.85,85,Pythium ultimum var. sporangiiferum,55,13C
Set_1-3,KSSO_6-47,R1,0,0,0,0,10,5,10,1,100,Phytophthora sansomeana,19,13C
Set_1-3,KSSO_6-47,R2,0,0,0,0,10,5,10,1,100,Phytophthora sansomeana,19,13C
Set_1-3,KSSO_6-47,R3,0,0,0,0,10,5,10,1,100,Phytophthora sansomeana,19,13C
Set_1-3,MISO_1-33,R1,4,0,2,2,2,2,10,0.45,45,Pythium aff. dissotocum,119,13C
Set_1-3,MISO_1-33,R2,1,2,1,2,4,3,10,0.65,65,Pythium aff. dissotocum,119,13C
Set_1-3,MISO_1-33,R3,3,0,2,2,3,3,10,0.55,55,Pythium aff. dissotocum,119,13C
Set_1-3,MISO_1-4,R1,6,0,1,2,1,1,10,0.3,30,Pythium lutarium,125,13C
Set_1-3,MISO_1-4,R2,6,1,0,2,1,1,10,0.275,27.5,Pythium lutarium,125,13C
Set_1-3,MISO_1-4,R3,7,0,1,2,0,1,10,0.2,20,Pythium lutarium,125,13C
Set_1-3,MISO_8-10,R1,0,0,0,1,9,5,10,0.975,97.5,Pythium ultimum var. ultimum,177,13C
Set_1-3,MISO_8-10,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,13C
Set_1-3,MISO_8-10,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,13C
Set_1-3,MISO_8-23,R1,3,0,2,1,4,3,10,0.575,57.5,Pythium oopapillum,350,13C
Set_1-3,MISO_8-23,R2,5,0,1,2,2,2,10,0.4,40,Pythium oopapillum,350,13C
Set_1-3,MISO_8-23,R3,2,2,0,2,4,3,10,0.6,60,Pythium oopapillum,350,13C
Set_1-3,MISO_8-33,R1,7,1,1,1,0,1,10,0.15,15,Pythium heterothallicum,320,13C
Set_1-3,MISO_8-33,R2,7,0,1,2,0,1,10,0.2,20,Pythium heterothallicum,320,13C
Set_1-3,MISO_8-33,R3,7,2,1,0,0,1,10,0.1,10,Pythium heterothallicum,320,13C
Set_1-3,NDSO_1-42,R1,0,0,0,0,10,5,10,1,100,Pythium sylvaticum,562,13C
Set_1-3,NDSO_1-42,R2,0,0,0,0,10,5,10,1,100,Pythium sylvaticum,562,13C
Set_1-3,NDSO_1-42,R3,0,0,0,1,9,5,10,0.975,97.5,Pythium sylvaticum,562,13C
Set_1-3,NDSO_2-12,R1,9,1,0,0,0,1,10,0.025,2.5,Pythium attrantheridium,98,13C
Set_1-3,NDSO_2-12,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium attrantheridium,98,13C
Set_1-3,NDSO_2-12,R3,6,3,1,0,0,1,10,0.125,12.5,Pythium attrantheridium,98,13C
Set_1-3,NESO_2-13,R1,0,0,0,0,10,5,10,1,100,Pythium sylvaticum,562,13C
Set_1-3,NESO_2-13,R2,0,0,0,0,10,5,10,1,100,Pythium sylvaticum,562,13C
Set_1-3,NESO_2-13,R3,0,0,0,2,8,4,10,0.95,95,Pythium sylvaticum,562,13C
Set_1-3,NESO_4-30,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium heterothallicum,320,13C
Set_1-3,NESO_4-30,R2,5,0,1,2,2,1,10,0.4,40,Pythium heterothallicum,320,13C
Set_1-3,NESO_4-30,R3,6,0,1,1,2,1,10,0.325,32.5,Pythium heterothallicum,320,13C
Set_1-3,V-SDSO2_1-53,R1,9,1,0,0,0,1,10,0.025,2.5,Phytophthora sojae,57,13C
Set_1-3,V-SDSO2_1-53,R2,9,1,0,0,0,1,10,0.025,2.5,Phytophthora sojae,57,13C
Set_1-3,V-SDSO2_1-53,R3,10,0,0,0,0,0,10,0,0,Phytophthora sojae,57,13C
Set_1-3,WISO_4-13,R1,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,13C
Set_1-3,WISO_4-13,R2,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,13C
Set_1-3,WISO_4-13,R3,0,0,0,0,10,5,10,1,100,Pythium ultimum var. ultimum,177,13C
Set_1-3,WISO_5-65,R1,0,0,0,0,10,5,10,1,100,Pythium irregulare,307,13C
Set_1-3,WISO_5-65,R2,0,0,0,0,10,5,10,1,100,Pythium irregulare,307,13C
Set_1-3,WISO_5-65,R3,0,0,0,0,10,5,10,1,100,Pythium irregulare,307,13C
Set_2-1,AR_260.S.2.8.A,R1,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-1,AR_260.S.2.8.A,R2,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-1,AR_260.S.2.8.A,R3,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-1,AR_96.S.2.3.A,R1,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-1,AR_96.S.2.3.A,R2,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-1,AR_96.S.2.3.A,R3,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-1,C-ARSO2_3-5,R1,6,0,1,1,2,1,10,0.325,32.5,Pythium aff. hypogynum,1,13C
Set_2-1,C-ARSO2_3-5,R2,7,2,1,0,0,1,10,0.1,10,Pythium aff. hypogynum,1,13C
Set_2-1,C-ARSO2_3-5,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium aff. hypogynum,1,13C
Set_2-1,C-ARSO2_4-13,R1,8,2,0,0,0,1,10,0.05,5,Pythium acanthophoron,1,13C
Set_2-1,C-ARSO2_4-13,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium acanthophoron,1,13C
Set_2-1,C-ARSO2_4-13,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium acanthophoron,1,13C
Set_2-1,C-ARSO2_5-12,R1,8,2,0,0,0,1,10,0.05,5,Pythium catenulatum,3,13C
Set_2-1,C-ARSO2_5-12,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium catenulatum,3,13C
Set_2-1,C-ARSO2_5-12,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium catenulatum,3,13C
Set_2-1,C-KSSO2_4-10_1,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium camurandrum,1,13C
Set_2-1,C-KSSO2_4-10_1,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium camurandrum,1,13C
Set_2-1,C-KSSO2_4-10_1,R3,8,2,0,0,0,1,10,0.05,5,Pythium camurandrum,1,13C
Set_2-1,C-KSSO2_5-19,R1,8,1,1,0,0,1,10,0.075,7.5,Phytopythium aff. vexans,2,13C
Set_2-1,C-KSSO2_5-19,R2,7,1,1,1,0,1,10,0.15,15,Phytopythium aff. vexans,2,13C
Set_2-1,C-KSSO2_5-19,R3,8,1,1,0,0,1,10,0.075,7.5,Phytopythium aff. vexans,2,13C
Set_2-1,C-KSSO2_5-8,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium aff. iwayamai,1,13C
Set_2-1,C-KSSO2_5-8,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium aff. iwayamai,1,13C
Set_2-1,C-KSSO2_5-8,R3,7,2,1,0,0,1,10,0.1,10,Pythium aff. iwayamai,1,13C
Set_2-1,C-MICO2_5-13,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium hydnosporum,2,13C
Set_2-1,C-MICO2_5-13,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium hydnosporum,2,13C
Set_2-1,C-MICO2_5-13,R3,6,0,1,1,2,1,10,0.325,32.5,Pythium hydnosporum,2,13C
Set_2-1,C-MISO2_4-9,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium chondricola,1,13C
Set_2-1,C-MISO2_4-9,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium chondricola,1,13C
Set_2-1,C-MISO2_4-9,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium chondricola,1,13C
Set_2-1,C-MISO2_6-16,R1,0,0,0,0,10,5,10,1,100,Pythium cryptoirregulare,1,13C
Set_2-1,C-MISO2_6-16,R2,0,0,0,0,10,5,10,1,100,Pythium cryptoirregulare,1,13C
Set_2-1,C-MISO2_6-16,R3,0,0,0,1,9,5,10,0.975,97.5,Pythium cryptoirregulare,1,13C
Set_2-1,C-MNSO2_5-1,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium hydnosporum,2,13C
Set_2-1,C-MNSO2_5-1,R2,6,2,2,0,0,1,10,0.15,15,Pythium hydnosporum,2,13C
Set_2-1,C-MNSO2_5-1,R3,6,1,2,1,0,1,10,0.2,20,Pythium hydnosporum,2,13C
Set_2-1,C-NDSO2_6-5,R1,4,0,1,1,4,2,10,0.525,52.5,Pythium pyrilobum,1,13C
Set_2-1,C-NDSO2_6-5,R2,6,0,1,1,2,1,10,0.325,32.5,Pythium pyrilobum,1,13C
Set_2-1,C-NDSO2_6-5,R3,5,0,1,2,2,1,10,0.4,40,Pythium pyrilobum,1,13C
Set_2-1,CONTROL,R1,9,1,0,0,0,1,10,0.025,2.5,Control,0,13C
Set_2-1,CONTROL,R2,10,0,0,0,0,0,10,0,0,Control,0,13C
Set_2-1,CONTROL,R3,9,1,0,0,0,1,10,0.025,2.5,Control,0,13C
Set_2-1,IASO_4-5,R1,0,0,2,2,6,3,10,0.85,85,Pythium aff. dictyosporum,2,13C
Set_2-1,IASO_4-5,R2,0,0,1,2,7,4,10,0.9,90,Pythium aff. dictyosporum,2,13C
Set_2-1,IASO_4-5,R3,0,0,1,3,6,3,10,0.875,87.5,Pythium aff. dictyosporum,2,13C
Set_2-1,INSO_1-19B,R1,0,0,0,0,10,5,10,1,100,Pythium aff. dictyosporum,2,13C
Set_2-1,INSO_1-19B,R2,0,0,0,1,9,5,10,0.975,97.5,Pythium aff. dictyosporum,2,13C
Set_2-1,INSO_1-19B,R3,0,0,0,1,9,5,10,0.975,97.5,Pythium aff. dictyosporum,2,13C
Set_2-1,MICO_2-2,R1,7,1,0,1,1,1,10,0.2,20,Pythium litorale,1,13C
Set_2-1,MICO_2-2,R2,7,0,1,0,2,1,10,0.25,25,Pythium litorale,1,13C
Set_2-1,MICO_2-2,R3,7,0,1,0,2,1,10,0.25,25,Pythium litorale,1,13C
Set_2-1,MICO_2-45,R1,7,1,2,0,0,1,10,0.125,12.5,Phytophthora drechsleri,1,13C
Set_2-1,MICO_2-45,R2,4,1,4,1,0,1,10,0.3,30,Phytophthora drechsleri,1,13C
Set_2-1,MICO_2-45,R3,5,1,2,2,0,1,10,0.275,27.5,Phytophthora drechsleri,1,13C
Set_2-1,NDSO_L_10-10,R1,8,0,1,1,0,1,10,0.125,12.5,Pythium catenulatum,3,13C
Set_2-1,NDSO_L_10-10,R2,6,1,3,0,0,1,10,0.175,17.5,Pythium catenulatum,3,13C
Set_2-1,NDSO_L_10-10,R3,8,1,1,0,0,1,10,0.075,7.5,Pythium catenulatum,3,13C
Set_2-1,NDSO_L_10-7,R1,6,2,2,0,0,1,10,0.15,15,Pythium adhaerens,1,13C
Set_2-1,NDSO_L_10-7,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium adhaerens,1,13C
Set_2-1,NDSO_L_10-7,R3,7,2,1,0,0,1,10,0.1,10,Pythium adhaerens,1,13C
Set_2-1,NESO_4-42_1,R1,7,1,1,0,1,1,10,0.175,17.5,Phytopythium helicoides,2,13C
Set_2-1,NESO_4-42_1,R2,6,0,1,1,2,1,10,0.325,32.5,Phytopythium helicoides,2,13C
Set_2-1,NESO_4-42_1,R3,6,0,1,1,2,1,10,0.325,32.5,Phytopythium helicoides,2,13C
Set_2-1,V-ARSO2_3-46,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium angustatum,1,13C
Set_2-1,V-ARSO2_3-46,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium angustatum,1,13C
Set_2-1,V-ARSO2_3-46,R3,7,1,1,1,0,1,10,0.15,15,Pythium angustatum,1,13C
Set_2-1,V-ARSO2_5-55,R1,6,1,2,0,1,1,10,0.225,22.5,Phytopythium helicoides,2,13C
Set_2-1,V-ARSO2_5-55,R2,6,0,1,1,2,1,10,0.325,32.5,Phytopythium helicoides,2,13C
Set_2-1,V-ARSO2_5-55,R3,6,0,1,1,2,1,10,0.325,32.5,Phytopythium helicoides,2,13C
Set_2-1,V-ILSO2_5-51_1,R1,4,0,1,2,3,2,10,0.5,50,Pythium sterilum,1,13C
Set_2-1,V-ILSO2_5-51_1,R2,3,0,1,2,4,2,10,0.6,60,Pythium sterilum,1,13C
Set_2-1,V-ILSO2_5-51_1,R3,4,0,1,2,3,2,10,0.5,50,Pythium sterilum,1,13C
Set_2-1,V-KSSO2_3-5,R1,7,2,1,0,0,1,10,0.1,10,Phytopythium aff. vexans,2,13C
Set_2-1,V-KSSO2_3-5,R2,6,0,2,1,1,1,10,0.275,27.5,Phytopythium aff. vexans,2,13C
Set_2-1,V-KSSO2_3-5,R3,6,2,2,0,0,1,10,0.15,15,Phytopythium aff. vexans,2,13C
Set_2-1,V-MISO2_6-46,R1,7,1,1,0,1,1,10,0.175,17.5,Phytopythium megacarpum,2,13C
Set_2-1,V-MISO2_6-46,R2,6,1,1,0,2,1,10,0.275,27.5,Phytopythium megacarpum,2,13C
Set_2-1,V-MISO2_6-46,R3,7,1,2,0,0,1,10,0.125,12.5,Phytopythium megacarpum,2,13C
Set_2-1,V-MNSO2_2-64,R1,2,0,1,4,3,2,10,0.65,65,Pythiogeton sp.,1,13C
Set_2-1,V-MNSO2_2-64,R2,0,0,3,3,4,2,10,0.775,77.5,Pythiogeton sp.,1,13C
Set_2-1,V-MNSO2_2-64,R3,0,2,2,3,3,2,10,0.675,67.5,Pythiogeton sp.,1,13C
Set_2-1,V-NESO2_6-43,R1,8,1,1,0,0,1,10,0.075,7.5,Phytophthora sp.,1,13C
Set_2-1,V-NESO2_6-43,R2,7,1,2,0,0,1,10,0.125,12.5,Phytophthora sp.,1,13C
Set_2-1,V-NESO2_6-43,R3,6,1,2,1,0,1,10,0.2,20,Phytophthora sp.,1,13C
Set_2-1,V-NESO2_6-64,R1,7,1,2,0,0,1,10,0.125,12.5,Phytophthora megasperma,1,13C
Set_2-1,V-NESO2_6-64,R2,7,1,2,0,0,1,10,0.125,12.5,Phytophthora megasperma,1,13C
Set_2-1,V-NESO2_6-64,R3,7,2,1,0,0,1,10,0.1,10,Phytophthora megasperma,1,13C
Set_2-1,V-SDSO2_4-54,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium catenulatum,3,13C
Set_2-1,V-SDSO2_4-54,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium catenulatum,3,13C
Set_2-1,V-SDSO2_4-54,R3,7,1,1,1,0,1,10,0.15,15,Pythium catenulatum,3,13C
Set_2-2,AR_260.S.2.8.A,R1,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-2,AR_260.S.2.8.A,R2,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-2,AR_260.S.2.8.A,R3,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-2,AR_96.S.2.3.A,R1,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-2,AR_96.S.2.3.A,R2,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-2,AR_96.S.2.3.A,R3,0,0,0,0,10,5,10,1,100,Pythium kunmingense,2,13C
Set_2-2,C-ARSO2_3-5,R1,6,0,0,2,2,1,10,0.35,35,Pythium aff. hypogynum,1,13C
Set_2-2,C-ARSO2_3-5,R2,7,0,1,2,0,1,10,0.2,20,Pythium aff. hypogynum,1,13C
Set_2-2,C-ARSO2_3-5,R3,7,0,1,1,1,1,10,0.225,22.5,Pythium aff. hypogynum,1,13C
Set_2-2,C-ARSO2_4-13,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium acanthophoron,1,13C
Set_2-2,C-ARSO2_4-13,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium acanthophoron,1,13C
Set_2-2,C-ARSO2_4-13,R3,6,2,2,0,0,1,10,0.15,15,Pythium acanthophoron,1,13C
Set_2-2,C-ARSO2_5-12,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium catenulatum,3,13C
Set_2-2,C-ARSO2_5-12,R2,8,2,0,0,0,1,10,0.05,5,Pythium catenulatum,3,13C
Set_2-2,C-ARSO2_5-12,R3,6,1,2,1,0,1,10,0.2,20,Pythium catenulatum,3,13C
Set_2-2,C-KSSO2_4-10_1,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium camurandrum,1,13C
Set_2-2,C-KSSO2_4-10_1,R2,8,2,0,0,0,1,10,0.05,5,Pythium camurandrum,1,13C
Set_2-2,C-KSSO2_4-10_1,R3,8,2,0,0,0,1,10,0.05,5,Pythium camurandrum,1,13C
Set_2-2,C-KSSO2_5-19,R1,8,1,1,0,0,1,10,0.075,7.5,Phytopythium aff. vexans,2,13C
Set_2-2,C-KSSO2_5-19,R2,7,1,2,0,0,1,10,0.125,12.5,Phytopythium aff. vexans,2,13C
Set_2-2,C-KSSO2_5-19,R3,6,0,2,2,0,1,10,0.25,25,Phytopythium aff. vexans,2,13C
Set_2-2,C-KSSO2_5-8,R1,8,0,1,1,0,1,10,0.125,12.5,Pythium aff. iwayamai,1,13C
Set_2-2,C-KSSO2_5-8,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium aff. iwayamai,1,13C
Set_2-2,C-KSSO2_5-8,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium aff. iwayamai,1,13C
Set_2-2,C-MICO2_5-13,R1,7,2,1,0,0,1,10,0.1,10,Pythium hydnosporum,2,13C
Set_2-2,C-MICO2_5-13,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium hydnosporum,2,13C
Set_2-2,C-MICO2_5-13,R3,7,0,2,1,0,1,10,0.175,17.5,Pythium hydnosporum,2,13C
Set_2-2,C-MISO2_4-9,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium chondricola,1,13C
Set_2-2,C-MISO2_4-9,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium chondricola,1,13C
Set_2-2,C-MISO2_4-9,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium chondricola,1,13C
Set_2-2,C-MISO2_6-16,R1,0,0,0,0,10,5,10,1,100,Pythium cryptoirregulare,1,13C
Set_2-2,C-MISO2_6-16,R2,0,0,0,0,10,5,10,1,100,Pythium cryptoirregulare,1,13C
Set_2-2,C-MISO2_6-16,R3,0,0,0,0,10,5,10,1,100,Pythium cryptoirregulare,1,13C
Set_2-2,C-MNSO2_5-1,R1,6,1,0,2,1,1,10,0.275,27.5,Pythium hydnosporum,2,13C
Set_2-2,C-MNSO2_5-1,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium hydnosporum,2,13C
Set_2-2,C-MNSO2_5-1,R3,7,2,1,0,0,1,10,0.1,10,Pythium hydnosporum,2,13C
Set_2-2,C-NDSO2_6-5,R1,6,0,1,2,1,1,10,0.3,30,Pythium pyrilobum,1,13C
Set_2-2,C-NDSO2_6-5,R2,6,0,1,1,2,1,10,0.325,32.5,Pythium pyrilobum,1,13C
Set_2-2,C-NDSO2_6-5,R3,5,0,1,2,2,1,10,0.4,40,Pythium pyrilobum,1,13C
Set_2-2,CONTROL,R1,10,0,0,0,0,0,10,0,0,Control,0,13C
Set_2-2,CONTROL,R2,9,1,0,0,0,1,10,0.025,2.5,Control,0,13C
Set_2-2,CONTROL,R3,10,0,0,0,0,0,10,0,0,Control,0,13C
Set_2-2,IASO_4-5,R1,0,0,1,2,7,4,10,0.9,90,Pythium aff. dictyosporum,2,13C
Set_2-2,IASO_4-5,R2,0,0,0,2,8,4,10,0.95,95,Pythium aff. dictyosporum,2,13C
Set_2-2,IASO_4-5,R3,0,0,0,3,7,4,10,0.925,92.5,Pythium aff. dictyosporum,2,13C
Set_2-2,INSO_1-19B,R1,0,0,0,2,8,4,10,0.95,95,Pythium aff. dictyosporum,2,13C
Set_2-2,INSO_1-19B,R2,0,0,0,2,8,4,10,0.95,95,Pythium aff. dictyosporum,2,13C
Set_2-2,INSO_1-19B,R3,0,0,0,1,9,5,10,0.975,97.5,Pythium aff. dictyosporum,2,13C
Set_2-2,MICO_2-2,R1,6,1,2,0,1,1,10,0.225,22.5,Pythium litorale,1,13C
Set_2-2,MICO_2-2,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium litorale,1,13C
Set_2-2,MICO_2-2,R3,7,0,1,1,1,1,10,0.225,22.5,Pythium litorale,1,13C
Set_2-2,MICO_2-45,R1,8,1,1,0,0,1,10,0.075,7.5,Phytophthora drechsleri,1,13C
Set_2-2,MICO_2-45,R2,7,1,2,0,0,1,10,0.125,12.5,Phytophthora drechsleri,1,13C
Set_2-2,MICO_2-45,R3,7,1,2,0,0,1,10,0.125,12.5,Phytophthora drechsleri,1,13C
Set_2-2,NDSO_L_10-10,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium catenulatum,3,13C
Set_2-2,NDSO_L_10-10,R2,8,1,1,0,0,1,10,0.075,7.5,Pythium catenulatum,3,13C
Set_2-2,NDSO_L_10-10,R3,8,2,0,0,0,1,10,0.05,5,Pythium catenulatum,3,13C
Set_2-2,NDSO_L_10-7,R1,8,1,1,0,0,1,10,0.075,7.5,Pythium adhaerens,1,13C
Set_2-2,NDSO_L_10-7,R2,7,1,2,0,0,1,10,0.125,12.5,Pythium adhaerens,1,13C
Set_2-2,NDSO_L_10-7,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium adhaerens,1,13C
Set_2-2,NESO_4-42_1,R1,7,1,2,0,0,1,10,0.125,12.5,Phytopythium helicoides,2,13C
Set_2-2,NESO_4-42_1,R2,7,1,1,1,0,1,10,0.15,15,Phytopythium helicoides,2,13C
Set_2-2,NESO_4-42_1,R3,6,1,1,2,0,1,10,0.225,22.5,Phytopythium helicoides,2,13C
Set_2-2,V-ARSO2_3-46,R1,7,1,2,0,0,1,10,0.125,12.5,Pythium angustatum,1,13C
Set_2-2,V-ARSO2_3-46,R2,6,2,2,0,0,1,10,0.15,15,Pythium angustatum,1,13C
Set_2-2,V-ARSO2_3-46,R3,7,1,2,0,0,1,10,0.125,12.5,Pythium angustatum,1,13C
Set_2-2,V-ARSO2_5-55,R1,6,0,1,1,2,1,10,0.325,32.5,Phytopythium helicoides,2,13C
